id,title,author,publisher,publishedAt,isbn,image,category,,,,,,,,,,,,,,,,,
219,쉽게 배우는 자바 프로그래밍 2판,우종정,한빛아카데미,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
220,"슈퍼 인텔리전스: 경로, 위험, 전략",닉 보스트롬,까치,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
221,스마트 코리아로 가는 길 유라시안 네트워크,이민화,새물결,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
222,스위프트 프로그래밍 3판,야곰 (지은이),한빛미디어,,,,게임개발/모바일,,,,,,,,,,,,,,,,,
223,스위프트로 아이폰 앱 만들기 입문 - 개정 4판,"송호정, 이범근",이지스퍼블리싱,,,,게임개발/모바일,,,,,,,,,,,,,,,,,
224,스윗한 SwiftUI,이봉원,비제이퍼블릭(BJ퍼블릭),,,,게임개발/모바일,,,,,,,,,,,,,,,,,
225,스켑틱 회의주의자의 사고법,마이클 셔머,바다출판사,,,,인문학,,,,,,,,,,,,,,,,,
226,스타트업 101,하세가와 가쓰야,호이테북스,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
227,스타트업 1년 차입니다 - 조성주의 스타트업 코칭,조성주,천그루숲,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
228,스타트업 가이드 7,전화성,이콘,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
229,스타트업 백서,김건우,슬기북스,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
230,스타트업 법률 가이드 2.0,스타트업법률지원단,박영사,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
231,스타트업 CEO를 위한 모든 것,양준철,지앤선,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
232,스타트업 CFO와 창업재무,심규태,한국경제신문i,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
233,"스타트업, 서비스를 디자인하다",이웨이 첸,지앤선,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
234,스타트업은 어떻게 유니콘이 되는가 - 극사실주의 스타트업 흥망성쇠의 기록,최정우,쌤앤파커스,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
235,스토리텔링을 통한 공간의 가치,이창민,(주)위에스앤에스,,,,인문학,,,,,,,,,,,,,,,,,
236,스트리밍 이후의 플랫폼,노창희,스리체어스,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
237,스틱!,"칩 히스, 댄 히스",엘도라도,,,,자기계발,,,,,,,,,,,,,,,,,
238,스페이스 미션,크리스 임피,플루토,,,,인문학,,,,,,,,,,,,,,,,,
239,스페이스 브랜딩,김주연,스리체어스,,,,인문학,,,,,,,,,,,,,,,,,
240,시작하세요! 도커/쿠버네티스 - 친절한 설명으로 쉽게 이해하는 컨테이너 관리,용찬호 (지은이),위키북스,,,,클라우드,,,,,,,,,,,,,,,,,
241,시작하세요! 도커/쿠버네티스,용찬호,위키북스,,,,클라우드,,,,,,,,,,,,,,,,,
242,실리콘밸리 개발 방법으로 배우는리액트 프로그래밍 정석,박호준,이지스퍼블리싱,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
243,실습과 그림으로 배우는 리눅스 구조,다케우치 사토루,한빛미디어,,,,운영체제/컴퓨터시스템,,,,,,,,,,,,,,,,,
244,실용주의 프로그래머 : The Pragmatic Programmer: From Journeyman to Master,"앤드류 헌트, 데이비드 토머스",인사이트,,,,소프트웨어공학,,,,,,,,,,,,,,,,,
245,실전 IoT 네트워크 프로그래밍,피터 웨허,에이콘출판,,,,네트워크,,,,,,,,,,,,,,,,,
246,아비투스,도리스 메르틴,다산북스,,,,자기계발,,,,,,,,,,,,,,,,,
247,"아이패드, 스마트폰, 컴퓨터 어디서나 SketchBook으로 시작하는 똥손 탈출 100일 100 드로잉",정진호,제이펍,,,,디자인/자격증,,,,,,,,,,,,,,,,,
248,아티스트 웨이,줄리아 카메론,경당,,,,인문학,,,,,,,,,,,,,,,,,
249,아프니까 청춘이다,김난도,쌤엔파커스,,,,자기계발,,,,,,,,,,,,,,,,,
250,안드로이드 앱 프로그래밍 5판,정재곤,이지스퍼블리싱,,,,게임개발/모바일,,,,,,,,,,,,,,,,,
251,알고리즘 기초,Richard Neapolitan,홍릉(홍릉과학출판사),,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
252,알고리즘 문제 해결 전략 1,구종만,인사이트,,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
253,알고리즘 문제 해결 전략 2,구종만,인사이트,,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
254,"알고리즘으로 배우는 인공지능, 머신러닝, 딥러닝 입문",김의중,위키북스,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
255,알고리즘이 욕망하는 것들,에드 핀,한빛미디어,,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
256,알기쉬운 역량모델링,Anntoinette D. Lucia,피에스아이컨설팅(PSI컨설팅),,,,인문학,,,,,,,,,,,,,,,,,
257,애자일 & 스크럼 프로젝트 관리,이재왕,길벗,,,,소프트웨어공학,,,,,,,,,,,,,,,,,
258,앨런 튜링,잭 코플랜드,지식함지,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
259,어른의 어휘력,유선경,앤의서재,,,,인문학,,,,,,,,,,,,,,,,,
260,언컨택트 Uncontact - 더 많은 연결을 위한 새로운 시대 진화 코드,김용섭,퍼블리온,,,,인문학,,,,,,,,,,,,,,,,,
261,업무와 일상을 정리하는 새로운 방법 Notion 개정판,"전시진, 이해봄",제이펍,,,,기술 교양,,,,,,,,,,,,,,,,,
262,업무와 일상을 정리하는 새로운 방법 Notion,"전시진, 이해봄",제이펍,,,,기술 교양,,,,,,,,,,,,,,,,,
263,에고라는 적,라이언 홀리데이,흐름출판,,,,인문학,,,,,,,,,,,,,,,,,
264,에이트 씽크,이지성,차이정원,,,,자기계발,,,,,,,,,,,,,,,,,
265,엔트로피,제레미 리프킨,세종연구원,,,,인문학,,,,,,,,,,,,,,,,,
266,엘레강트 오브젝트 새로운 관점에서 바라본 객체지향,Yegor Bugayenko,지앤선,,,,,,,,,,,,,,,,,,,,,
267,여행의 이유,김영하,문학동네,,,,인문학,,,,,,,,,,,,,,,,,
268,역사 속의 소프트웨어 오류,김종하,에이콘출판,,,,기술 교양,,,,,,,,,,,,,,,,,
269,역사 속의 시간 시간 속의 역사,고석규,느낌이있는책,,,,인문학,,,,,,,,,,,,,,,,,
270,연구개발도 예술이다,김석기,나남출판,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
271,열씨미와 게을러의 리눅스 개발 노하우 탐험기,박재호,한빛미디어,,,,기술 교양,,,,,,,,,,,,,,,,,
272,영혼 있는 노동,"이철수, 이다혜",스리체어스,,,,인문학,,,,,,,,,,,,,,,,,
273,예측 기계,"어제이 애그러월,조슈아 갠스,아비 골드파브",생각의힘,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
274,오래된 비밀 - 대한민국 상위 1%의 멘토가 말하는 운의 원리,이정일,이다미디어,,,,인문학,,,,,,,,,,,,,,,,,
275,오브젝트,조영호,위키북스,,,,소프트웨어공학,,,,,,,,,,,,,,,,,
276,오픈 소스 소프트웨어로 실습하는 소프트웨어 공학,정인상 (지은이),생능출판사,,,,소프트웨어공학,,,,,,,,,,,,,,,,,
277,오픈 소스로 미래를 연마하라,VM(비키) 브라수어,인사이트,,,,소프트웨어공학,,,,,,,,,,,,,,,,,
278,오픈소스 파워툴 - 생산성을 높여주는 오픈소스 개발 환경 구축과 관리,"한동준,김도균 (지은이)",지&선(지앤선),,,,기술 교양,,,,,,,,,,,,,,,,,
279,오픈스택 인 액션 - 상용 수준의 자체 클라우드를 구축하는 단계별 지침,코디 범가드너,한빛미디어,,,,클라우드,,,,,,,,,,,,,,,,,
280,오픈스택을 다루는 기술,장현정,길벗,,,,클라우드,,,,,,,,,,,,,,,,,
281,완벽한 IT 인프라 구축을 위한 Docker - 2판 A,아사 시호 (지은이),정보문화사,,,,클라우드,,,,,,,,,,,,,,,,,
282,요약집 Java의 정석,남궁성,도우출판,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
283,우리 아이 AI,박찬,다빈치books,,,,교육,,,,,,,,,,,,,,,,,
284,우리가 꿈꾸는 나라,노회찬,창비,,,,인문학,,,,,,,,,,,,,,,,,
285,우지은의 힐링 보이스,우지은,더블유북스,,,,인문학,,,,,,,,,,,,,,,,,
286,운 좋은 기업에서 위대한 기업으로,주디스 허위츠,애플트리테일즈,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
287,운영체제 - 9th edition,"Silberschatz , Peter B. Galvin , Greg Gagne",교보문고,,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
288,원 포인트 K-스타트업 창업,이홍철,지와수,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
289,웹 데이터 분석학 - 인사이트 기반의 온라인 마케팅과 운영을 위한,아아비나쉬 카우쉭,에이콘출판,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
290,웹 해킹 & 보안 완벽 가이드,"데피드 스터타드, 마커스 핀토",에이콘,,,,미분류,,,,,,,,,,,,,,,,,
291,웹으로 시작하는 모바일 게임 - 뛰어난 성능의 쉽고 가벼운 HTML5 게임 만들기,"배철민,윤정민,신호철",지&선(지앤선),,,,게임개발/모바일,,,,,,,,,,,,,,,,,
292,위기의 한국사회 진단,견진만,윤성사,,,,인문학,,,,,,,,,,,,,,,,,
293,유닉스 리눅스 사용에서 프로그래밍까지,창병모,생능출판사,,,,운영체제/컴퓨터시스템,,,,,,,,,,,,,,,,,
294,유닉스의 탄생,브라이언 커니핸,한빛미디어,,,,운영체제/컴퓨터시스템,,,,,,,,,,,,,,,,,
295,유튜브 영상 편집을 위한 프리미어 프로,조블리(조애리),제이펍,,,,디자인/자격증,,,,,,,,,,,,,,,,,
296,유튜브는 책을 집어삼킬 것인가,"김성우,엄기호",따비,,,,디자인/자격증,,,,,,,,,,,,,,,,,
297,윤성우의 열혈 C++ 프로그래밍,윤성우,오렌지미디어,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
298,윤성우의 열혈 JAVA프로그래밍,윤성우,오렌지 미디어,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
299,은하수를 여행하는 히치하이커를 위한 안내서 (합본),더글러스 애덤스,책세상,,,,인문학,,,,,,,,,,,,,,,,,
300,은하수를 여행하는 히치하이커를 위한 안내서 1권,더글러스 애덤스,책세상,,,,인문학,,,,,,,,,,,,,,,,,
301,은하수를 여행하는 히치하이커를 위한 안내서 2권,더글러스 애덤스,책세상,,,,인문학,,,,,,,,,,,,,,,,,
302,은하수를 여행하는 히치하이커를 위한 안내서 3권,더글러스 애덤스,책세상,,,,인문학,,,,,,,,,,,,,,,,,
303,은하수를 여행하는 히치하이커를 위한 안내서 4권,더글러스 애덤스,책세상,,,,인문학,,,,,,,,,,,,,,,,,
304,은하수를 여행하는 히치하이커를 위한 안내서 5권,더글러스 애덤스,책세상,,,,인문학,,,,,,,,,,,,,,,,,
305,의사결정 Toolkit 100,동아일보미래전략연구소,동아일보미래전략연구소,,,,자기계발,,,,,,,,,,,,,,,,,
306,이것이 인공지능이다,김명락,슬로디미디어,,,,기술 교양,,,,,,,,,,,,,,,,,
307,이것이 취업을 위한 코딩 테스트다,나동빈,한빛미디어,,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
308,이광형 교수의 3차원 창의력 개발법,이광형,비즈니스맵,,,,자기계발,,,,,,,,,,,,,,,,,
309,이득우의 언리얼 C++ 게임 개발의 정석,이득우,에이콘출판,,,,게임개발/모바일,,,,,,,,,,,,,,,,,
310,이러닝과 저작권법 - 이러닝 사업자와 콘텐츠 저작권자를 위한 쟁점과 사례,김윤명,커뮤니케이션북스,,,,기술 교양,,,,,,,,,,,,,,,,,
311,이렇게 쉬운 통계학,혼마루 료,한빛미디어,,,,수학,,,,,,,,,,,,,,,,,
312,이상한 나라의 경제학,이원재,어크로스,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
313,이솝우화에서 배우는 33역량,신호종,넥서스BIZ,,,,자기계발,,,,,,,,,,,,,,,,,
314,이지성의 꿈꾸는 다락방,이지성,차이정원,,,,인문학,,,,,,,,,,,,,,,,,
315,이펙티브 자바 Effective Java 3/E,조슈아 블로크 저,인사이트,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
316,"인 더 플렉스 - 0과 1로 세상을 바꾼 구글, 그 모든 이야기",스티븐 레비,에이콘출판,,,,인문학,,,,,,,,,,,,,,,,,
317,인간을 위한 미래,김도현 외 7명,클라우드 나인,,,,인문학,,,,,,,,,,,,,,,,,
318,인공지능 70 - 재미있게 알아보는 AI 키워드,"모리카와 유키히토,미야케 요이치로",제이펍,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
319,인공지능 비즈니스 트렌드,테크니들,와이즈맵,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
320,"인공지능의 시대, 인간을 다시 묻다",김재인,동아시아,,,,기술 교양,,,,,,,,,,,,,,,,,
321,인공지능의 윤리학,"이중원,고인석,이영의,천현득,목광수,박충식,이상욱,신상규,정재현",한울(한울아카데미),,,,인문학,,,,,,,,,,,,,,,,,
322,인공지능이 나하고 무슨 관계지?,이장우,올림,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
323,인더스트리 4.0,롤란트 하이델,호이테북스,,,,소프트웨어공학,,,,,,,,,,,,,,,,,
324,"인문학도, 개발자가 되다",마르코,영진닷컴,,,,기술 교양,,,,,,,,,,,,,,,,,
325,인생은 지름길이 없다,스웨이,정민미디어,,,,인문학,,,,,,,,,,,,,,,,,
326,인텔 프로세서를 위한 시스템 프로그래밍,"조충호, 황의석",생능출판사,,,,운영체제/컴퓨터시스템,,,,,,,,,,,,,,,,,
327,일 잘하는 사람은 단순하게 말합니다,박소연,더퀘스트,,,,조직/실무,,,,,,,,,,,,,,,,,
328,일빵빵 영어회화,서장혁,토마토출판사,,,,미분류,,,,,,,,,,,,,,,,,
329,"일잘러의 비밀, 구글 스프레드시트 제대로 파헤치기",강남석,한빛미디어,,,,조직/실무,,,,,,,,,,,,,,,,,
330,읽기만 하면 내 것이 되는 1페이지 철학 365,최훈,비에이블,,,,인문학,,,,,,,,,,,,,,,,,
331,임베디드 시스템을 위한 C프로그래밍 기법,미우라 하지메,FREELEC,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
332,임유정의 목소리 트레이닝,임유정,원앤원북스,,,,자기계발,,,,,,,,,,,,,,,,,
333,자바스크립트 닌자 비급,"베어 바이볼트,존 레식 (지은이)",인사이트,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
334,자바스크립트는 왜 그 모양일까?,더글러스 크락포드,인사이트,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
335,자바스크립트로 하는 자료 구조와 알고리즘,배세민,에이콘출판사,,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
336,작은 도시 큰 기업,모종린,알에이치코리아,,,,인문학,,,,,,,,,,,,,,,,,
337,장병규의 스타트업 한국 - 크래프톤 의장 장병규의 스타트업 입문서,장병규,넥서스BIZ,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
338,재무제표 모르면 주식투자 절대로 하지마라,사경인,베가북스,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
339,재미있는 임베디드 시스템 디자인,아놀드 S 버거,CMP 북스,,,,운영체제/컴퓨터시스템,,,,,,,,,,,,,,,,,
340,재택근무 바이블,조코디,디지털북스,,,,운영체제/컴퓨터시스템,,,,,,,,,,,,,,,,,
341,전지적 짝사랑 시점,이나은,나무의철학,,,,인문학,,,,,,,,,,,,,,,,,
342,정보보안기사&산업기사 실기 문제편,"정일영, 강재순, 조현준",도서출판탑스팟,,,,디자인/자격증,,,,,,,,,,,,,,,,,
343,정보보안기사&산업기사 실기 이론편,"정일영, 강재순, 조현준",도서출판탑스팟,,,,디자인/자격증,,,,,,,,,,,,,,,,,
344,정보처리 산업기사 실기 1권 실무 알고리즘 일반,"한기준, 김기윤, 길정준, 강윤석",길벗알앤디,,,,디자인/자격증,,,,,,,,,,,,,,,,,
345,"정보처리 산업기사 실기 2권 데이터베이스, 업무 프로세스,  IT 신기술 동향, 전산 영어","한기준, 김기윤, 길정준, 강윤석",길벗알앤디,,,,디자인/자격증,,,,,,,,,,,,,,,,,
346,정보처리 산업기사 실기 3권 기출문제집,"한기준, 김기윤, 길정준, 강윤석",길벗알앤디,,,,디자인/자격증,,,,,,,,,,,,,,,,,
347,정석용의 TCP/IP 소켓 프로그래밍,정석용,프리렉,,,,네트워크,,,,,,,,,,,,,,,,,
348,정의란 무엇인가,마이클 센델,와이즈베리,,,,인문학,,,,,,,,,,,,,,,,,
349,제2의 기계 시대 - 인간과 기계의 공생이 시작된다,"에릭 브린욜프슨,앤드루 맥아피",청림출판,,,,기술 교양,,,,,,,,,,,,,,,,,
350,제가 한번 읽어보겠습니다,한승혜,바틀비,,,,인문학,,,,,,,,,,,,,,,,,
351,제록스 팔로알토 연구소 - 저주받은 혁신의 아이콘,마이클 A. 힐트직,지식함지,,,,인문학,,,,,,,,,,,,,,,,,
352,조사방법론,최창현,윤성사,,,,수학,,,,,,,,,,,,,,,,,
353,조엘 온 소프트웨어 - 유쾌한 오프라인 블로그,조엘 스폴스키,에이콘,,,,기술 교양,,,,,,,,,,,,,,,,,
354,조직역량 핵심인재,이홍민,리드리드출판(한국능률협회),,,,조직/실무,,,,,,,,,,,,,,,,,
355,조코디의 G Suite를 이용한 재택근무 바이블,조코디,디지털북스,,,,조직/실무,,,,,,,,,,,,,,,,,
356,종이에 원고를 담아 책으로 엮으면,티피에이코리아,티피에이코리아,,,,디자인/자격증,,,,,,,,,,,,,,,,,
357,주식투자 무작정 따라하기,윤재수,길벗,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
358,지구에 대한 의무,"스티븐 부라니,폴 툴리스,조너선 왓츠,다르 자메일",스리체어스,,,,인문학,,,,,,,,,,,,,,,,,
359,지금의 뉴스,박영흠,스리체어스,,,,인문학,,,,,,,,,,,,,,,,,
360,지적 대화를 위한 넓고 얕은 지식 : 제로 편,채사장,웨일북,,,,인문학,,,,,,,,,,,,,,,,,
361,지적 대화를 위한 넓고 얕은 지식 1,채사장,웨일북스,,,,인문학,,,,,,,,,,,,,,,,,
362,지적 대화를 위한 넓고 얕은 지식 2,채사장,웨일북스,,,,인문학,,,,,,,,,,,,,,,,,
363,직장인을 위한 실무 엑셀,선양미,길벗,,,,조직/실무,,,,,,,,,,,,,,,,,
364,진화된 마케팅 그로스 해킹,"션 엘리스, 모건 브라운",골든어페어,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
365,"쫄지마, 청춘!","김진각, 박광희",한국인,,,,자기계발,,,,,,,,,,,,,,,,,
366,착한 수학,마크 추 캐롤,지&선(지앤선),,,,기술 교양,,,,,,,,,,,,,,,,,
367,창의성과 영재성,Donald J. Treffinger,학지사,,,,교육,,,,,,,,,,,,,,,,,
368,창의융합 프로젝트 아이디어북,조춘동,한빛아카데미,,,,기술 교양,,,,,,,,,,,,,,,,,
369,처음 시작하는 아이패드 프로크리에이트 드로잉,오유,한즈미디어(한스미디어),,,,디자인/자격증,,,,,,,,,,,,,,,,,
370,처음 시작하는 파이썬,빌 루바노빅,한빛미디어,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
371,처음부터 제대로 배우는 라라벨,맷 스타우퍼,한빛미디어,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
372,청소년을 위한 고전혁명,"이지성,황광우",생각학교,,,,인문학,,,,,,,,,,,,,,,,,
373,초연결 사회를 위한 컴퓨터 개론,조성호,한빛아카데미(교재),,,,컴퓨터 개론,,,,,,,,,,,,,,,,,
374,최신선형대수,Howard Anton,교보문고,,,,수학,,,,,,,,,,,,,,,,,
375,친일과 망각,김용진,다람,,,,인문학,,,,,,,,,,,,,,,,,
376,카이스트 K스쿨 스타트업 재무 특강 - 실전에서 바로 쓸 수 있는 스타트업 재무 가이드,안성태,니케북스,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
377,카카오 아레나 데이터 경지내대회 1등 노하우,"최규민, 김상훈, 구경훈, 김정오",위키북스,,,,데이터베이스,,,,,,,,,,,,,,,,,
378,칼 비테 교육법,칼 비테,차이정원,,,,교육,,,,,,,,,,,,,,,,,
379,커리어 스킬,존 손메즈,길벗,,,,기술 교양,,,,,,,,,,,,,,,,,
380,컨텍스트의 시대,로버트 스코블,지앤선,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
381,컴퓨터 과학 로드맵,블라드스톤 페헤이라 필루,박연오,,,,컴퓨터 개론,,,,,,,,,,,,,,,,,
382,컴퓨터 구조 및 설계,"David A. Patterson, John L. Hennessy ",한티미디어,,,,운영체제/컴퓨터시스템,,,,,,,,,,,,,,,,,
383,컴퓨터 네트워크 - 제5판,Andrew S. Tanenbaum,PEARSON,,,,네트워크,,,,,,,,,,,,,,,,,
384,컴퓨터 사고력을 키우는 이산수학,박주미,한빛아카데미,,,,수학,,,,,,,,,,,,,,,,,
385,컴퓨터 아키텍처,우종정,한빛아카데미,,,,운영체제/컴퓨터시스템,,,,,,,,,,,,,,,,,
386,컴퓨터과학이 여는 세계,이광근,인사이트,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
387,컴퓨터시스템,"RANDAL E. BRYANT, DAVID R. O'HALLARON",교보문고,,,,운영체제/컴퓨터시스템,,,,,,,,,,,,,,,,,
388,케라스 창시자에게 배우는 딥러닝,프랑스와 숄레,길벗,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
389,코드로 배우는 스프링 웹 프로젝트 - 현업 개발을 위한 단계별 실습서,구멍가게 코딩단 (지은이),남가람북스,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
390,코딩 인터뷰 완전 분석 - 150가지 프로그래밍 문제와 해법,이병준,인사이트,,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
391,코딩 진로,"류채윤, 맹윤호, 박민수",HOMO LUDENS,,,,기술 교양,,,,,,,,,,,,,,,,,
392,코딩 테스트를 위한 자료 구조와 알고리즘 with C++,"존 캐리 , 셰리안 도시 , 파야스 라잔",길벗,,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
393,코딩으로 지구정복 - 프로그래밍 초보자를 위한 나혼자 끝내는 코딩 입문서,코인(코딩하는 사람들),넥서스,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
394,코딩을 지탱하는 기술,니시오 히로카즈,비제이퍼블릭,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
395,코딩책과 함께 보는 소프트웨어 개념 사전 - 컴퓨팅 사고력과 문제해결능력을 위한 나만의 비밀 노트!,김현정,궁리,,,,기술 교양,,,,,,,,,,,,,,,,,
396,코딩책과 함께보는 코딩 개념 사전,김현정,궁리,,,,기술 교양,,,,,,,,,,,,,,,,,
397,코스모스,칼 세이건,사이언스북스,,,,기술 교양,,,,,,,,,,,,,,,,,
398,코틀린 동시성 프로그래밍,미구엘 엔젤 카스티블랑코 토레스,에이콘,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
399,쿠버네티스 마스터 2/e,기기 사이판,에이콘출판사,,,,클라우드,,,,,,,,,,,,,,,,,
400,쿠버네티스 모범 사례,"브렌던 번스, 에디 비얄바, 데이브 스트레벨, 라클런 이븐슨",한빛미디어,,,,클라우드,,,,,,,,,,,,,,,,,
401,쿠버네티스 인 액션,마르코 룩샤,에이콘,,,,클라우드,,,,,,,,,,,,,,,,,
402,쿠버네티스 쿡북,"세바스티앙 고아스구엔, 마이클 하우젠블라스",에이콘,,,,클라우드,,,,,,,,,,,,,,,,,
403,큐레이션 - 정보 과잉 시대의 돌파구,스티븐 로젠바움,이코노믹북스,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
404,"클라우드, 모바일 및 에지 기반의 딥러닝 실용 가이드","Anirudh Koul, Siddha Ganju, Meher Kasam",DK 로드 북스,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
405,클라이언트 - 서버 웹 앱 만들기 - 자바와 자바스크립트로 배우는 모던 웹 앱 개발,캐지미어 새터노스 (지은이),한빛미디어,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
406,클린 아키텍처,로버트 C.마틴,인사이트,,,,소프트웨어공학,,,,,,,,,,,,,,,,,
407,클린 코드 Clean Code - 애자일 소프트웨어 장인 정신,로버트 C. 마틴,인사이트,,,,소프트웨어공학,,,,,,,,,,,,,,,,,
408,클린 코드를 위한 테스트 주도 개발 : 파이썬을 이용한,해리 J.W.퍼시벌,비제이퍼블릭,,,,기술 교양,,,,,,,,,,,,,,,,,
409,킥스타터 캠페인,박한진,클라우드 북스,,,,기술 교양,,,,,,,,,,,,,,,,,
410,타이탄의 도구들,팀 페리스,토네이도,,,,자기계발,,,,,,,,,,,,,,,,,
411,타인의 해석 - 당신이 모르는 사람을 만났을 때,말콤 글래드웰,김영사,,,,인문학,,,,,,,,,,,,,,,,,
412,텐서플로와 머신러닝으로 시작하는 자연어 처리,"전창욱, 최태균, 조중현",위키북스,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
413,토비의 스프링 3.1 Vol. 1 - 스프링의 이해와 원리,이일민 (지은이),에이콘출판,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
414,토비의 스프링 3.1 Vol. 2 - 스프링의 기술과 선택,이일민 (지은이),에이콘출판,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
415,특이점이 온다 - 기술이 인간을 초월하는 순간,레이 커즈와일,김영사,,,,기술 교양,,,,,,,,,,,,,,,,,
416,"팀 개발을 위한 Git, GitHub 시작하기","정호영, 진유림",한빛미디어,,,,소프트웨어공학,,,,,,,,,,,,,,,,,
417,파워 코딩 C Concept,배영승,박문각,,,,프로그래밍 언어,,,,,,,,,,,,,,,,,
418,파이썬 날코딩으로 알고 짜는 딥러닝,윤덕호,한빛미디어,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
419,파이썬 머신러닝,세바스티안 라슈카,"PACKT PUBLISHING, 지앤선",,,,인공지능/데이터,,,,,,,,,,,,,,,,,
420,파이썬 머신러닝 완벽 가이드,권철민,위키북스,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
421,파이썬 알고리즘 인터뷰,박상길,책만,,,,자료구조/알고리즘,,,,,,,,,,,,,,,,,
422,파이썬 웹 프로그래밍,김석훈,한빛미디어,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
423,파이썬 웹 프로그래밍,김석훈,한빛미디어,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
424,파이썬으로 배우는 통계학 교과서,바바 신야,한빛미디어,,,,소프트웨어공학,,,,,,,,,,,,,,,,,
425,파이썬으로 살펴보는 아키텍처 패턴,"해리 퍼시벌, 밥 그레고리",한빛미디어,,,,기술 교양,,,,,,,,,,,,,,,,,
426,파이썬으로 시작하는 컴퓨터 과학 입문,심효섭,프로그래밍인사이트,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
427,"파이썬을 이용한 머신러닝, 딥러닝 실전 앱 개발","쿠지라 히코우즈쿠에, 스기야마 요우이치, 엔도 슌스케",위키북스,,,,인공지능/데이터,,,,,,,,,,,,,,,,,
428,판매전선 이상없다,체트홈즈,흐름출판,,,,스타트업/경제/경영,,,,,,,,,,,,,,,,,
429,팟캐스트 나는 프로그래머다,"임백준,정도현,김호광",한빛미디어,,,,기술 교양,,,,,,,,,,,,,,,,,
430,퍼펙트 루비온 레일즈,야마다 요시히로,제이펍,,,,웹 프로그래밍,,,,,,,,,,,,,,,,,
431,포스트 코로나 - 우리는 무엇을 준비할 것인가,"임승규,장두석,양석재,조관자,김재헌,유필립,박남기",한빛비즈,,,,인문학,,,,,,,,,,,,,,,,,
